name,phone,money,rating,reviewCount,detail_url,business_website,popular_dishes,address,claimed,type,business_highlights,business_owner,about_business
Manna,(415) 665-5969,$$,4.1,1396,https://www.yelp.com/biz/manna-san-francisco?osq=Restaurants,,"Chicken Wings, Soft Tofu Soup, Kimchi Fried Rice, Fish Cake, Spicy Pork, Short Ribs, Seafood Stone Bowl, General Rice Cake, Seafood Tofu Soup, Hot Stone Bibimbap, Dol Sot Bibimbap, Hot Pot Bi Bim Bap, Potato Ban Chan, Fried Chicken, Dae Ji Bul Kogi, Soft Tofu Stew, Spicy Tofu Soup, Fried Dumplings, Duk Bok Ki, Beef Bibimbap","845 Irving St San Francisco, CA 94122",Claimed,Korean,"Offers Delivery,Offers Takeout",,"speciality:


historyText:


businessOwnerBio:
"
Gola,,,4.6,39,https://www.yelp.com/biz/gola-san-francisco?osq=Restaurants,,"Deviled Eggs, Lamb Riblets, Chreime, Brika Au Thon, Snapper, Alex, Lamb Tagine, Scallops, Octopus Salad","819 Valencia St San Francisco, CA 94110",Claimed,"Mediterranean, Cocktail Bars","Takes Reservations,Outdoor Seating",,"speciality:


historyText:


businessOwnerBio:
"
Komaaj,(415) 598-8286,$$,4.7,212,https://www.yelp.com/biz/komaaj-san-francisco-5?osq=Restaurants,komaaj.com,"Sour Chicken, Cucumber Salad, Smoked Salmon Belly, Pomegranate and Walnut Stew, Marinated Olives, Chicken Stew, Smoked Trout, Turmeric Rice, Herb Rice, Naz Khatoun, Sumac Roasted Eggplant, Eggplant Tomato Stew, Sangak, Smoked Fish Rice Bowl, Sumac Labneh, Sumac Beef Wrap, Plum Stew, Flatbread, Black Sheep Lamb Meatball","10 29th st San Francisco, CA 94110",Claimed,"Persian/Iranian, Vegetarian, Wraps","Offers Delivery,Offers Takeout,Vegan Options",,"speciality:
Komaaj is a cultural unique Northern Iranian brand focusing on food, drinks, and flavors from all regions of Northern Iran. Komaaj's dedication to tradition and quality can be seen at our newest location in San Francisco, as well as through our Pop-Up Events and Catering Services.

historyText:
Komaaj is a cultural unique Northern Iranian brand focusing on food, drinks, and flavors from all regions of Northern Iran. Komaaj is committed to showcasing the plenty of fresh produce, herbs, spices and products available in the Bay Area, and combination of those with traditional yet specific Persian ingredients. Dishes are performed in a manner that honors Northern Iran gastronomic traditions.

businessOwnerBio:
None"
Hinodeya Japantown,(415) 216-5011,$$,4.2,1937,https://www.yelp.com/biz/hinodeya-japantown-san-francisco-2?osq=Restaurants,hinodeyaramen.com,"House Ramen, Vegan Ramen, Hinodeya Ramen, Spicy Miso Ramen, Creamy Ramen, Matcha Salt Kaarage, San Francisco Ramen, Fried Oysters, Creamy Vegan, Chicken Ramen, Chicken Karaage, Clam Ramen, Zen Ramen, Whole Wheat Noodles, Butter Corn Ramen, Spinach Noodles, Ramen Noodles, Green Gyoza, Chicken Wings, Fried Chicken","1737 Buchanan St San Francisco, CA 94115",Claimed,Ramen,"Offers Takeout,Pescatarian Options",Masao K.,"speciality:
Hinodeya Ramen is straight from Japan serving our DASHI-RAMEN with a full list of side dishes. For drinks beer, wine, and sake! Come try our authentic ramen for a taste of something new from Japan~

historyText:
For 4 generations the Kuribara family has passed down the Japanese culinary tradition through the restaurant Hinodeya. Now, fit the first time, we're taking our ramen overseas to deliver an authentic flavor experience!

businessOwnerBio:
The owner and executive chef, Masao Kuribara, has worked around the globe bringing the Japanese culinary tradition, and now he&#39;s bringing his own flagship restaurant to Japantown."
Caliente Bistro Kitchen,(415) 379-6250,$$,4.8,218,https://www.yelp.com/biz/caliente-bistro-kitchen-san-francisco?osq=Restaurants,calientebistro.com,"Super Burrito, Enchiladas De Pollo Plate, Horchata, Chicken Enchiladas, Ahi Ceviche, Al Pastor Taco, Cuban Chicken Sandwich, Chicken Tacos, Chilaquiles, Ensalada, Mole Con Pollo, Roasted Chicken, Tofu Taco, Roasted Pollo, Fried Chicken Sandwich, Carne Asada Burrito, Fried Chicken Cubano","4828 Geary Blvd San Francisco, CA 94118",Claimed,"Mexican, Bars","Takes Reservations,Pescatarian Options,Vegan Options,Accepts Credit Cards",,"speciality:
Blink and you might miss it, but this little spot in the Inner Richmond is serving up some of the freshest, most flavorful Mexican food in the city. Certain recipes on the menu were highly perfected over generations. However, Chef Raul Garcia Antolin's flair for studying under his sought out masters means a host of influences. Here you can enjoy sticky, smokey tamarind ribs; ""cheesy crusted"" burritos, and munch on warm tortilla chips as the staff prepares your meal with love. Come on in and see for yourself why locals rave about the service, the food, and the uncompromising quality - despite the laid back, casual location.

historyText:
None

businessOwnerBio:
None"
Pasta Panino,(415) 829-3829,$$,4.8,37,https://www.yelp.com/biz/pasta-panino-san-francisco?osq=Restaurants,pastapanino.com,"Caesar, Penne Alla Norcina, Spaghetti Aglio E Olio, Linguini Aloo Scoglio","4150 18th St San Francisco, CA 94114",Claimed,"Italian, Pasta Shops",Offers Takeout,,"speciality:
Quality ingredients at reasonable prices!

historyText:
None

businessOwnerBio:
None"
Serendipity,(415) 753-9617,,4.7,36,https://www.yelp.com/biz/serendipity-san-francisco-5?osq=Restaurants,,"Agedashi Tofu, Sashimi Deluxe a La Carte, Age Ika, Hirame Ususukuri, Pork Katsu, Tako Salad, Hirame, Tako, Salmon Roll","2512 Clement St San Francisco, CA 94121",Claimed,"Japanese, Sushi Bars","Takes Reservations,Offers Delivery,Offers Takeout,Accepts Credit Cards",,"speciality:


historyText:


businessOwnerBio:
"
Burma Superstar,(415) 387-2147,$$,4.2,7527,https://www.yelp.com/biz/burma-superstar-san-francisco-2?osq=Restaurants,burmasuperstar.com,"Tea Leaf Salad, Coconut Rice, Rainbow Salad, Samusa Soup, Chili Lamb, Veg Samosa Soup, Nan Gyi Dok, Garlic Noodles, Pumpkin Pork Stew, Lamb Curry, Pork Curry, Tofu Crispy Chicken, Nan Pia Dok, Burmese Style Curry, Garlic Chili Shrimp, Chicken Curry Noodles, Mango Chicken, Coconut Chicken Noodle Soup, Sesame Chicken, Beef Curry","309 Clement St San Francisco, CA 94118",Claimed,Burmese,"Offers Delivery,Offers Takeout",,"speciality:
Come and dine indoors or at our outdoor parklet!

historyText:
None

businessOwnerBio:
None"
Cha Cha Cha,(415) 386-7670,$$,3.9,3453,https://www.yelp.com/biz/cha-cha-cha-san-francisco-4?osq=Restaurants,chachachasf.com,"Cajun Shrimp, Cha3 Jerk Chicken, Marinated Chicken Wings, Ceviche, Fried Calamari, Chicken Paillard, Fried Platanos Maduros, Warm Spinach, Sauteed Mushrooms, BBQ Chicken or Pork Quesadilla, Steamed Black Mussels, Arroz Con Pollo","1801 Haight St San Francisco, CA 94117",Claimed,"Caribbean, Cuban, Tapas Bars","Pescatarian Options,Vegan Options",,"speciality:
Try our delicious Happy Hour, every Monday to Thursday from 3-6pm!

historyText:
In 1986, the two founders of Cha Cha Cha came together to form a partnership, bringing food from their respective homelands to the San Franciscan public. One half of the partnership had lived in Cuba from the age of 8 until the age of 28. The other half was born in Puerto Rico and raised in NYC. They began serving their unique blend of Puerto Rican and Cuban cuisine in the Upper Haight neighborhood of San Francisco in 1984.

businessOwnerBio:
None"
Kitchen Story,(415) 525-4905,$$,4.1,4038,https://www.yelp.com/biz/kitchen-story-san-francisco?osq=Restaurants,kitchenstorysf.com,"French Toast, Deep Fried Toast, Ribeye Omurice, Belly Rancheros, Mascarpone Stuffed, Frisco Benedict, Eggs Benedict, San Francisco Breakfast, Poached Eggs, Scrambled Eggs, Chicken Mango Sausage, Crab Benedict, Fried Chicken, Ricotta Hotcakes, Two Eggs, Pacific Pad Thai, Spot Sweet Maple, Dancing Queen, Potato Wedges, California Burger","3499 16th St San Francisco, CA 94114",Claimed,"Breakfast & Brunch, Asian Fusion, American (New)","Takes Reservations,Offers Delivery,Offers Takeout,Vegan Options",,"speciality:
Breakfast, Brunch, Bloody Marys, Millionaire's Bacon

historyText:
Kitchen Story is a Family restaurant with homestyle cooking located on the corner of 16th & Sanchez in the mission. We are a California Cuisine restaurant with influences of Asian Fusion.

businessOwnerBio:
None"
Moku Yakitori-Ya,,,4.4,107,https://www.yelp.com/biz/moku-yakitori-ya-san-francisco?osq=Restaurants,mokuyakitori.com,"Skewers, Pork Belly, Pork Cheek, Chicken Thigh, Oyster Mushrooms, Wagyu Skirt Steak, King Oyster, Gizzards, Chicken Hearts, Chili, Chikuwa, Hotate, Gyutan, Shiitake Mushrooms, Maitake Mushroom Tempura, Chicken Karaage, Japon Taco, Wagyu Beef Tongue, Bacon Wrapped Enoki Mushrooms, Matcha","312 8th Ave San Francisco, CA 94118",Claimed,"Izakaya, Tapas/Small Plates",,,"speciality:


historyText:


businessOwnerBio:
"
Matsuyama Shabu House,(415) 658-7656,,4.5,33,https://www.yelp.com/biz/matsuyama-shabu-house-san-francisco?osq=Restaurants,www.matsuyamashabuhouse.com,"Tom Yum Soup, Golden Chicken, Cuts, Tuna Wagyu Seaweed Wraps, Ribeye Cap Sushi, Garlic Edamame, Wagyu Nigiri","1726 Buchanan St San Francisco, CA 94115",Claimed,"Hot Pot, Japanese","Accepts Credit Cards,Accepts Android Pay,Accepts Apple Pay",,"speciality:
Featuring Japanese style fusion Shabu Shabu. Serving Wagyu from domestic to Japanese. 

historyText:
None

businessOwnerBio:
None"
Um Ma,(415) 943-6071,$$,3.8,679,https://www.yelp.com/biz/um-ma-san-francisco-3?osq=Restaurants,ummasf.com,"Pork Belly, Korean Fried Chicken, Kimchi Fried Rice, Purple Rice, Chicken Wings, Quail Eggs, Sul Lung Tang, Rockin Roe Bowl, Bone Broth Soup, Short Ribs, Soon Dubu, Egg Ban Chan, La Style Kalbi, Charred Gai Lon, Ginger Sesame, Gai Lan, Fish Roe Rice Bowl, Pickled Cucumbers, Soft Tofu Soup, Kimchi Jjigae","1220 9th Ave San Francisco, CA 94122",Claimed,"Korean, Wine Bars, Chicken Wings","Takes Reservations,Offers Delivery,Offers Takeout,Vegan Options",,"speciality:
We are a new Korean restaurant in the sunset! We serve the most popular Korean dishes such as pancakes, fried chicken (KFC!) and K-bbqs such as Kalbi and Bulgogi!

historyText:
UMMA.SF is now open!
We grand opened July 2019

businessOwnerBio:
None"
Beach’n,(415) 682-4961,$$,4.7,107,https://www.yelp.com/biz/beach-n-san-francisco?osq=Restaurants,beachnsf.com,"French Toast, Hash Cakes, Breakfast Burrito, Tofu Scramble, Burrito Crunch Wrap, Crunchwrap, Chorizo Burrito, Vegan Breakfast, Mushroom & Onion Hashcakes, Sunset Bahn Mi, Arugula Salad, Caesar Salad, Brussels","4300 Judah St San Francisco, CA 94122",Claimed,"Coffee & Tea, Vegan, Breakfast & Brunch","Offers Takeout,Outdoor Seating,Moderate Noise",,"speciality:
Our mission at Beach'n is to be an authentic plant-based restaurant that serves the tastiest comfort foods made with natural products. We stand behind our motto ""House Made Everything"". Our menu consists of one special ingredient, TLC. Careful portioning of ingredients came together over countless days to create hot sauces, marinades, ice cream, pretzels, and more. We think it's special and hope you do too.

historyText:
None

businessOwnerBio:
None"
ILCHA,(415) 613-9288,,4.4,209,https://www.yelp.com/biz/ilcha-san-francisco?osq=Restaurants,ilchasf.com,"Fried Chicken, Bulgogi Tater Tots Waygyu Beef Bulgogi, Raw Shrimp, Cheese Tteok Kkochi, Soy Marinated Shrimp, Egg Yolk Seaweed Rice, Bulgogi Jeongol, Ganjang Saewoo, Soy Cured Shrimp, La Galbi Hotteok, Budae Jjigae, Braised Pork Belly, Gyrean Bap, Raw Marinated Crab, Army Stew, Kim Mari, Bossam & Oyster, American, Glass Noodles, Dubu Kimchi","2151 Lombard St San Francisco, CA 94123",Claimed,"Korean, Bars",Takes Reservations,,"speciality:
Sool&Anju-
Premium Korean Spirits-
Korean Fried Chicken-

historyText:
In Korean, ilcha means first round.

That is when the journey begins. Start with drinks then food. The possibilities after that are yours to make. The night is young.

businessOwnerBio:
None"
Mamahuhu,(415) 374-7012,,3.9,62,https://www.yelp.com/biz/mamahuhu-san-francisco-3?osq=Restaurants,eatmamahuhu.com,"Chicken Sandwich, Mapo Tofu, Kung Pao Chicken, Tomato Garlic Chow Mein, Pineapple Bun, Sweet and Sour Chicken, Chrysanthemum Salad, Boba Soft Serve, Fried Chicken, Egg Rolls, Jade Fried Rice, Mala Yolo Cucumber, Laaaazi Chicken, Sweet and Sour Cauliflower, Broccoli Beef, Crunchy Cabbage Salad, Cucumber Salad, Tomato Noodles, Mushroom Mapo","3991 24th St San Francisco, CA 94114",Claimed,Asian Fusion,"Offers Delivery,Offers Takeout",,"speciality:
Classic Chinese-American, Curated Ingredients! 	From the minds of Brandon Jew and co.

historyText:
None

businessOwnerBio:
None"
Sweet Maple,(415) 655-9169,$$,4.3,4714,https://www.yelp.com/biz/sweet-maple-san-francisco?osq=Restaurants,sweetmaplesf.com,"French Toast, Eggs Benedict, Big Hip, Blackstone Benedict, Potato Medley, Scrambled Eggs, Chicken Mango Sausage, Million Dollar Bacon, Thick Cut Bacon, Poached Eggs, Dungeness Crab Sandwich, Frisco Scramble, Bulgogi Scramble, Breakfast Pizza, Two Eggs, Breakfast Tacos, Crab Benedict, Fresh Squeezed Oj, South of the Border Scramble, Dixie Bacon","2101 Sutter St San Francisco, CA 94115",Claimed,"American (Traditional), Breakfast & Brunch, Burgers","Offers Delivery,Offers Takeout,Vegan Options",Steven C.,"speciality:
At Sweet Maple, we keep it real and simple. We focus on great food and friendly service in a relaxing and spacious atmosphere filled with aromas of fresh ground coffee.

Come and enjoy the food, enjoy the drinks. Find out why Sweet Maple is one of the best brunch places in San Francisco.

Open daily for breakfast and lunch! We're also Michelin recommended!

PLEASE NOTE: Reservations are for parties of 10 or more and on weekdays only.

historyText:
We have been proudly serving the city of San Francisco since 2010 and have loved every minute of it. We can't wait for your visit!

businessOwnerBio:
Steven loves providing such a wonderful restaurant for such a wonderful city. He looks forward to serving you."
Ben Thai Cafe,(415) 771-2562,$$,4.4,946,https://www.yelp.com/biz/ben-thai-cafe-san-francisco?osq=Restaurants,benthaicafe.com,"Pad Thai, Khao Soi, Pad See Ew, Murder Wings, Pad Kee Mao, Green Curry, Golden Bags, Roasted Duck Curry, Chicken Satay, Yellow Curry, Mango Sticky Rice, Duck Noodle Soup, Tom Kha Soup, Papaya Salad, Panang Curry, Pork of the Heavens, Tom Yum Soup, Spicy Eggplant, Red Curry, Paradise Wings","1331 Polk St San Francisco, CA 94109",Claimed,"Thai, Noodles","Takes Reservations,Offers Delivery,Offers Takeout",Song S.,"speciality:
Home-style Thai food with a hint of Indonesian and Chinese flair.

historyText:
Ben Thai Cafe strives to provide great food in an atmosphere that is fun, contemporary, and very San Francisco.

businessOwnerBio:
Since 2015, Ben Thai Cafe has been serving delicious Thai food to the community of San Francisco, in the vibrant and lively Polk Gulch corridor. We feature a solid selection of Thai favorites, and a few dishes we love and couldn&#39;t find elsewhere, like our Chinese-influenced Pork Palo and our take on a Khao Soi from northern Thailand. We look forward to sharing our favorites with you!"
